,content,label,avg_length
11,"CÓ BẮT BUỘC PHẢI ĐI BẦU CỬ? KHÔNG ĐI BẦU CỬ CÓ BỊ SAO KHÔNG?

Liên quan đến cuộc bầu cử đại biểu Quốc hội (23/5) sắp tới đây, nhà nước CSVN đang có những nỗ lực tuyên truyền, vận động, tìm mọi cách để “dụ” người dân tham gia bầu cử. Đảng tuyên truyền đây là cơ hội để người dân lựa chọn ra những người “có đức, có tài”, đại diện cho ý chí và nguyện vọng của người dân, thay mặt người dân tham gia vào hệ thống chính trị.

Tuy nhiên, về phía người dân thì cho rằng, đây chỉ là cuộc bầu cử dân chủ giả tạo, mang tính “mị dân”. Những đại biểu ở các cấp tỉnh hầu như là do Đảng chọn lựa. Điều đáng nói là những người do đảng đề cử thì người dân không biết họ là ai, họ đã làm gì có ích cho dân trong quá…",1,700
12,"ÔNG LÊ TRỌNG HÙNG TỪ CHỐI NHẬN QUÀ THĂM NUÔI, GIA ĐÌNH NGHI ÔNG ĐANG TUYỆT THỰC

Gia đình của ứng cử viên Đại biểu Quốc hội Lê Trọng Hùng, người bị bắt hôm 27 tháng 3 năm 2021, lo lắng có thể ông đang tuyệt thực hoặc có vấn đề gì đó nghiêm trọng xảy ra trong trại tạm giam số 1, Công an thành phố Hà Nội.

Vào chiều ngày 18 tháng 5, bà Lê Na, vợ ông Hùng cho biết vào ngày 6 tháng 5 bà lên trại tạm giam để gửi đồ thăm nuôi cho ông Lê Trọng Hùng, thì được yêu cầu ngồi chờ và sau đó khoảng hơn nửa tiếng nhân viên trại tạm giam đem ra biên bản với nội dung là: ""Từ ngày 6 tháng 5 trở đi ông Lê Trọng Hùng sẽ không nhận bất kỳ một thứ quà hay tiền lưu ký gì của gia đình gửi vào"".

Nhân viên trại tạm…",1,700
13,"TẠI SAO ĐCSVN NHẤT ĐỊNH PHẢI BẮT DÂN ĐI BỎ PHIẾU BẦU CỬ QUỐC HỘI?

Tại Việt Nam, người ta luôn cảm thấy tức cười khi nghĩ tới chuyện bầu cử. Bất kỳ cuộc bầu cử nào, từ cấp trung ương cho đến cấp địa phương, hầu hết đều cho thấy tính khôi hài. Bởi dân chưa bầu thì người ta đã biết ông nào làm vị trí nào, bà nào ngồi ghế nào và chuyện dân đi bầu chỉ là chuyện trò cười của các ông bà. Bởi cho dù có hàng triệu người gạch bỏ cái tên nào đó thì tỉ lệ phiếu bầu của nó vẫn 100% đắc cử, tín nhiệm. Bởi chuyện bầu bán ở đây không có ý nghĩa nào về việc nhân dân có tín nhiệm hay không, mà nó là bài toán đối ngoại trong chính trị độc tài.

Trích bài Chuyện chống dịch, chuyện bầu cử - VietTuSaiGon

#ViệtTân #bầucửquốchội
------------
Nếu không xem được trên YouTube, bạn có thể vào link này để xem: 
NHÀ NƯỚC CS VIỆT NAM KHÔNG MUỐN CHO NGƯỜI DÂN XEM VIDEO NÀY.
DO YOUTUBE BỊ NHÀ CẦM QUYỀN CSVN ÁP LỰC NGĂN CHẶN MỘT CÁCH BẤT HỢP PHÁP KHÔNG CHO NHIỀU VIDEO CỦA VIỆT TÂN ĐƯỢC XEM Ở VIỆT NAM NÊN CHÚNG TÔI ĐĂNG LẠI MỘT SỐ NHỮNG VIDEO NÀY.

VIMEO.COM
Tại sao đảng CSVN nhất định phải bắt dân đi bỏ phiếu bầu cử quốc hội_",1,1183
15,"CÔNG AN XÃ BỎ MẶC DÂN VẬT LỘN VỚI CƯỚP ĐƯỢC ĐIỀU CHUYỂN … LÊN HUYỆN

Dư luận phẫn nộ khi đoạn video ghi lại cảnh Đại úy Công an xã Cự Khê - Nguyễn Văn Lâm vô cảm đứng bấm điện thoại, không can thiệp trong vụ tài xế taxi bị thương đang vật lộn với tên cướp được lan truyền trên mạng xã hội. Sau đó, vị cán bộ này bị kỷ luật cảnh cáo và điều chuyển công tác … lên huyện.

Báo Thanh Niên loan tin, hôm 17 Tháng Năm, 2021, Trưởng Công an huyện Thanh Oai, thành phố Hà Nội đã quyết định kỷ luật cảnh cáo đối với đại úy Nguyễn Văn Lâm, vì có mặt tại hiện trường nhưng thờ ơ, vô cảm, thiếu trách nhiệm, không tham gia hỗ trợ nạn nhân khống chế tội phạm.

Ngoài ra, Công an Huyện Thanh Oai cũng ra quyết định…",1,701
16,"CÔNG AN TỈNH HÒA BÌNH TRA TẤN TÙ NHÂN CHÍNH TRỊ CẤN THỊ THÊU

Nhà hoạt động Cấn Thị Thêu hiện đang bị Trại giam tỉnh Hoà Bình ngược đãi khi nhốt trong phòng giam chật hẹp, điều kiện sinh hoạt tồi tệ, thiếu thốn và cùng tù nhân bị nhiễm HIV.

""Tình trạng giam giữ của mẹ tôi trong trại (tạm) giam công an tỉnh Hòa Bình thì ngay từ hôm diễn ra phiên tòa thì mẹ tôi đã tố cáo trại tạm giam công an tỉnh Hòa Bình là có 7m² nhưng giam đến 13 người.

Giam mẹ tôi với người nhiễm HIV, trong sinh hoạt hằng ngày thì nước lúc nào cũng thiếu và phòng giam đóng cửa suốt ngày không khi nào mở, rất là nóng bức.

Họ đày ải các tù nhân như vậy là việc làm rất độc ác, gia đình tôi rất là bức xúc.

Qua đây mong…",1,698
17,"MỘT DỊP ĐỂ TỎ THÁI ĐỘ
- Nguyễn Gia Kiểng -

Nếu có một điều mà mọi người Việt Nam, trong hay ngoài Đảng Cộng Sản, trong nước hay ngoài nước, không phân biệt tuổi tác, tôn giáo, giới tính, nghề nghiệp, thành phần xã hội, đều đồng ý thì đó là cái gọi là "" Quốc Hội nước Cộng Hòa Xã Hội Chủ Nghĩa Việt Nam"" chỉ là một dụng cụ bù nhìn vô duyên của Đảng Cộng Sản.

Cái nhìn này đúng nhưng chưa đủ, cái gọi là quốc hội này còn là một sự xúc phạm lớn đối với nhân dân Việt Nam. Nó đã là cơ quan chính thức công bố ""Hiến Pháp 2013"" –cũng như các hiến pháp trước- đặt Đảng Cộng Sản lên trên tổ quốc Việt Nam, với điều 4 xấc xược đặt đất nước và dân tộc Việt Nam dưới quyền cai trị tuyệt đối của Đảng Cộng Sản.…",1,701
18,"CÔNG AN GIẢI QUYẾT VỤ VIỆC THEO KIỂU… CÔNG AN!

Sau vụ việc đại uý Nguyễn Văn Lâm, công an xã Cự Khê, bị tố cáo vô cảm đứng nhìn người dân bị đâm phải vật lộn khống chế một tội phạm đang bị truy nã, nhiều dư luận đã bày tỏ sự bất bình với viên công an vô cảm và vô trách nhiệm này.

Trách nhiệm của công an là giải quyết mâu thuẩn xã hội, vậy mà anh công an Lâm lại dửng dưng đứng đó bấm điện thoại coi nhưng không thấy gì đang xảy ra ồn ào ngay trước mặt mình. Vô trách nhiệm đến thế là cùng.

Anh công an đã thế, đến cả ngành công an cũng có dấu hiệu bao che. Tấm ảnh ghi cảnh anh công an đứng nhìn người dân vật lộn được cắt xén đúng quy trình để không còn thấy bóng dáng người công an này nữa.

Xa hơn thế nữa, để trấn an dư luận, công an thành phố Hà Nội cũng “xử lý nghiêm minh” bằng cách thuyên chuyển viên công an xã này lên công tác ở cấp huyện! Nói trắng ra là đại uý Nguyễn Thanh Lâm vừa được thăng cấp từ hàng công an xã lên hàng công an huyện! Một cách xử rất,... ngoạn mục mà chắc công an nào cũng muốn được như thế.

Lạc Việt

#ViệtTân",1,1050
20,"NHẮN VỚI CÁC BẠN CỦA TUI Ở VN
- Huỳnh Thị Thanh Nhàn -

Mấy hôm nay thấy trên mạng bắt đầu râm ran bàn tán về vụ bầu cử Quốc hội sắp tới ở VN. Mà lạ, thấy chính quyền quảng cáo quá trời, khuyến khích dân đi bầu còn dân thì cứ duỗi ra, cứ như là mèo chê cơm thiu vậy.

Tò mò hỏi ông Google thì mới ngớ ra là ở VN dân có được quyền chọn lựa gì đâu!

Ứng cử viên đảng chọn sẵn hết rồi, đảng đưa danh sách cho dân gạch vào cho vui thôi mà. Vậy đó, mà không bầu là không được à nha, Có bệnh nằm nhà cũng có người vác thùng phiếu đến tận giường cho bầu. Nghĩ cũng tội, bắt dân chọn mà dân có được gặp ứng cử viên của mình để tìm hiểu gì về tài năng, đức độ của họ đâu. Và ngược lại, ứng viên vào QH cũng…",1,698
21,"VŨ “NHÔM” VIẾT ĐƠN KÊU OAN VÀ TỐ CÁO DÀI HƠN 60 TRANG

Phan Văn Anh Vũ, tức Vũ ‘Nhôm’, mới đây đã gửi đơn kêu oan và tố cáo dài 64 trang từ trại giam T16 gửi Tổng Bí thư, Chủ tịch nước, Chủ tịch Quốc hội, Thủ tướng, Chánh án TAND Tối cao, Viện trưởng VKSND Tối cao… cùng nhiều cơ quan, cá nhân. Báo chí Việt Nam cho biết như vừa nêu ngày 16/5.

Theo đó, lá đơn viết tay dài 64 trang của ông Phan Văn Anh Vũ đã được đánh máy còn 30 trang và gửi đến nhiều cá nhân, cơ quan lãnh đạo liên quan vụ án.

Trong đơn, ông Vũ cho rằng tòa tuyên ông tội theo điều 219 - Tội vi phạm quy định về quản lý, sử dụng tài sản Nhà nước gây thất thoát, lãng phí và điều 229 - Tội vi phạm các quy định về quản lý đất đai là…",1,703
22,"Kỷ luật là chưa đủ!

Sự việc Đại uý công an ở Hà Nội đứng bấm điện thoại bỏ mặc dân tự vật lộn với tên cướp có hung khí đang khiến cộng đồng phẫn nộ.

Rõ ràng, với sự thờ ơ của vị Đại uý trong tình trạng người dân gặp nguy hiểm có thể gây ra hậu quả nghiêm trọng về tính mạng. Hành động này đi ngược lại bổn phận của một cảnh sát về trấn áp và truy bắt tội phạm.

Việc Bộ Công An đưa hình thức kỷ luật cảnh cáo là chưa tương xứng. Theo Luật sư Luân Lê, hình thức kỷ luật buộc thôi việc (với trường hợp gây hậu quả đặc biệt nghiêm trọng, Điều 13 NĐ 112/2020/NĐ-CP) mới chính xác để áp dụng cho trường hợp này.",1,608
23,"BẦU CỬ QUỐC HỘI VIỆT NAM BỊ NHIỀU CỬ TRI CÔNG KHAI TẨY CHAY

Ngày 23 tháng Năm năm 2021 là ngày mà nhà nước CSVN tuyên truyền và kêu gọi là ""Ngày toàn dân đi bầu cử"". Sự kiện này được phía cơ quan nhà nước tuyên truyền mạnh mẽ trên các phương tiện thông tin đại chúng của cả nước. Trong khi đó, trên mạng xã hội xuất hiện những bài viết, những dòng trạng thái tẩy chay kỳ bầu cử này. Một số lý do chính được đưa ra là cử tri không biết các ứng cử viên là ai, họ chưa từng được nghe ứng cử viên nói về bản thân, cũng như chương trình hành động của họ; hơn nữa các chức vụ chủ tịch quốc hội, chủ tịch nước, thủ tướng… đã được Đảng sắp xếp xong hết rồi, người dân đi bỏ phiếu chỉ là hình thức chứ lá phiếu của cử tri không có giá trị gì cả.

Nguồn RFA

#ViệtTân #khôngbiếtkhôngbầu

YOUTUBE.COM
Bầu cử Quốc Hội Việt Nam bị nhiều cử tri công khai tẩy chay",1,894
24,"LUẬT XỬ LÝ CHỈ DÀNH CHO THƯỜNG DÂN, LÃNH ĐẠO ĐƯỢC ""MIỄN""?

Chỉ xử lý những người dân bình thường không đeo khẩu trang, còn cán bộ lãnh đạo như TBT Nguyễn Phú Trọng thì được ""miễn nhiễm""?

Hôm 12-5, Công an thành phố Hà Nội cho biết từ đầu tháng 5 đến nay, số tiền phạt người dân không đeo khẩu trang nơi công cộng lên tới hơn 3 tỉ đồng, trung bình mỗi ngày 200 trường hợp vi phạm.",1,396
25,"THẨM PHÁN TÒA ÁN NHÂN DÂN TP. KON TUM BỊ BẮT VÌ NHẬN HỐI LỘ

Viện Kiểm sát Nhân dân Tối cao Việt Nam ngày 17/5 tiến hành bắt tạm giam ông Nguyễn Văn Tuấn, Thẩm phán Toà án Nhân dân thành phố Kon Tum, tỉnh Kon Tum để điều tra về tội nhận hối lộ.

Truyền thông Nhà nước cũng đã dẫn thông báo của Viện kiểm sát nhân dân về việc bắt giữ ông Tuấn.

Theo Cơ quan Điều tra Viện Kiểm sát Nhân dân tối cao, ông Tuấn là đảng viên, hiện đang sinh hoạt tại Chi bộ Toà án Nhân dân thành phố Kon Tum, trước khi bị bắt ông Tuấn là thẩm phán tại TAND Tp. Kon Tum.

Tuy nhiên Viện Kiểm sát Nhân dân tỉnh Kon Tum và Toà án Nhân dân Tp.Kon Tum đã từ chối cung cấp thêm thông tin với truyền thông và cho rằng vụ việc đang trong quá trình điều tra và đây là vấn đề “nhạy cảm”

Tội nhận hối lộ thuộc tội phạm về tham nhũng theo khoản 1, Điều 354, Bộ Luật Hình sự năm 2015.Mức án cao nhất trong một số trường hợp bị kết tội nhận hối lộ có thể bị chung thân hoặc tử hình.

PD",1,951
26,"BẦU CỬ MỊ DÂN - KHI NGƯỜI DÂN ĐÃ QUÁ CHÁN NGÁN...

Đảng cử - dân phải bầu, cho dù người dân không ai đi bầu thì cán bộ vẫn đắc cử đó thôi, cái chiêu trò mị dân, trơ trẽn, đầy hài hước này cứ lặp đi lặp lại suốt mấy chục năm. Một khi người dân đã quá chán ngán thì việc phản kháng là điều không tránh khỏi.
Hôm 16 Tháng Năm, ông Nguyễn Hùng Đức (46 tuổi, ngụ phường Hòa Hiệp Bắc, quận Liên Chiểu) đã bị công an bắt giữ, thẩm vấn do trước đó ông Đức đã rạch phá hàng loạt khẩu hiệu tuyên truyền bầu cử trên địa bàn quận Thanh Khê và quận Cẩm Lệ.

Việt Nam hiện đang chuẩn bị tiến hành cuộc bầu cử Quốc hội khoá 15 và Hội đồng Nhân dân vào ngày 23 Tháng Năm tới đây. Như thường lệ, Đảng CSVN lập sẵn danh…",1,702
27,"TRƯƠNG VĨNH KÝ, NHÀ BÁC NGỮ HỌC BẬC NHẤT VÀO ĐẦU THẾ KỶ 19

Thông thạo 26 thứ tiếng lúc 25 tuổi, Trương Vĩnh Ký khiến nhà văn Pháp Émile Littré (1801-1881) kinh ngạc: ""Sự hiểu biết tới 26 ngoại ngữ của P. Trương Vĩnh Ký đủ để loài người tôn vinh anh như một nhà bác ngữ học (bác học ngôn ngữ) bậc nhất thời nay"".

Ông trở thành nhà bác học biết nhiều thứ tiếng nhất ở Việt Nam, và đứng vào hàng những người biết nhiều ngoại ngữ bậc nhất trên thế giới.

Ông có tri thức uyên bác, am tường và có cống hiến lớn trên nhiều lĩnh vực văn hóa cổ kim Đông Tây, nên đương thời ông được giới học thuật Châu Âu liệt vào 18 nhà bác học trên thế giới.

Một số các nhân vật nổi tiếng nhận xét về Trương Vĩnh Ký như…",1,701
29,"BẦU CHO CÁI GÌ VÀ BẦU ĐỂ LÀM GÌ?

Hầu hết, có thể nói 99% người Việt Nam không biết mình kỳ này đi bầu để làm gì. Cái quốc hội mang tiếng là cơ quan quyền lực cao nhất nước, đại diện tiếng nói người dân nhưng nó chỉ được phép làm một việc duy nhất là gật đầu thông qua các quyết định của đảng. Nó không có quyền gì hết.

Những đối sách cần thiết để đối đầu với Trung Quốc, vấn đề người Việt Nam xuống đường biểu tình rầm rộ chống TQ từ Sài Gòn đến Hà Nội không bao giờ được bàn thảo minh bạch, rốt ráo trong cái quốc hội bù nhìn và giả tạo này. Vấn đề đảng lạm quyền bao năm nay, ngồi lên đầu tất cả mọi thứ nhưng chẳng bao giờ nghe quốc hội phản đối và quyết định xử lý. Lý do ai cũng biết, nhưng nếu…",1,702
31,"CHỈ CẦN VỨT ""CÁI GỌI LÀ QUỐC HỘI"" VÀO SỌT RÁC THÌ DÂN SẼ RẤT HOAN NGHÊNH

Quốc hội Việt Nam là một tổ chức vô nghĩa nhưng ngốn tiền ngân sách không nhỏ. Trong đó toàn là người đại diện cho đảng và gật theo chỉ đạo của đảng. Tổ chức nhà nước này nói cho cùng cũng là sân chơi riêng của ĐCS thì những nghị quyết đã được trung ương đảng quyết định thì cần chi phải thông qua quốc hội làm gì? Giống như những trò hề bầu cử trong quốc hội tháng trước, Nguyễn Xuân Phúc chủ tịch nước, Phạm Minh Chính thủ tướng, Vương Đình Huệ chủ tịch quốc hội đã được đảng quyết định trước đó 3 tháng. Vậy nên, càng phải dẹp bỏ quốc hội để khỏi phải tốn thời gian của dân và khỏi tốn tiền thuế của dân vô ích.

Bài trích từ Chỉ cần vứt ""cái gọi là Quốc Hội"" vào sọt rác thì dân sẽ rất hoan nghênh - Đỗ Ngà

#ViệtTân #bầucửquốchội

YOUTUBE.COM
Chỉ cần vứt ""cái gọi là Quốc Hôi” vào sọt rác thì dân sẽ rất hoan nghênh",1,938
33,"NHÀ HÁT GIAO HƯỞNG CHO NHỮNG TIẾNG KHÓC THAN XÉ LÒNG

Vụ cưỡng chế đất Thủ Thiêm đã đấy hàng ngàn người dân lâm vào cảnh mất cửa mất nhà, gia đình tan nát,... Nước mắt dân oan đã đổ và những tiếng gào, tiếng khóc than xé lòng, đã vang vọng từ gần 20 năm này chưa dứt.

Tiếng hờn còn vang vang mà người ta đã nghĩ đến tiếng hát!

Nhà hát giao hưởng Thủ Thiêm với dự chi ban đầu là 1500 tỉ nay được nâng lên thành 2000 tỉ. Có vẽ như người ta rất hân hoan, phấn khích về dự án này. Chưa xây mà đã nâng giá, xây xong còn đội vốn bao nhiêu!? Có vẽ như tốn bao nhiêu chẳng là điều quan trọng khi đất đai cướp được của dân bằng giá đền bù rẻ mạt. Dân Thủ Thiêm mất trắng, bổng dưng bị đẩy ra đường!

Nhà hát…",1,701
34,"BẠN CÓ NGHE NGƯỜI NÔNG DÂN KHÓC
- Nguyệt Quỳnh -

Ngày 5/5, TAND tỉnh Hoà Bình đã tuyên án 16 năm tù cho chị Cấn Thị Thêu và con trai Trịnh Bá Tư. Trước đó, người con trai khác của chị, Trịnh Bá Phương bị công an chuyển từ trại giam vào viện tâm thần. Sự đàn áp khắc nghiệt của lãnh đạo ĐCS đối với gia đình chị, vô tình lại giúp tôi cảm nhận được cái “sức sống mãnh liệt” của những nông dân này. Và như Ls Đặng Đình Mạnh, tôi cũng rơi nước mắt khi đọc những chia sẻ của anh:""Chứng kiến sự đanh thép, bất khuất ... của họ tại tòa, mất tự chủ, tôi chảy nước mắt vì xấu hổ"".

Ngày 22/3 gia đình Trịnh Bá Phương được công an báo tin rằng họ đã chuyển anh vào viện tâm thần, đến ngày 30/3 họ buộc lòng…",1,698
35,"ANH, MỸ KHUYẾN CÁO CÔNG DÂN CỦA MÌNH VỀ TÌNH HÌNH COVID-19 TẠI VIỆT NAM

Đại sứ quán Anh và Mỹ ở Hà Nội mới lên tiếng cảnh báo công dân nước mình về sự gia tăng các trường hợp lây nhiễm COVID-19 ở Việt Nam thời gian qua.

Trong thông báo đăng trên trang web, đại sứ quán Anh nói rằng nhiều tỉnh thành ở Việt Nam đã ghi nhận “sự gia tăng các ca lây nhiễm COVID-19 trong cộng đồng”.

“Chính vì thế, quý vị được khuyên nên tuân thủ với các luật lệ và bất kỳ các biện pháp tăng cường nào của địa phương vào lúc này”, cơ quan ngoại giao Anh nói.

Cơ quan này cũng khuyên công dân nước mình ở Việt Nam thì phải “cân nhắc” tới các yếu tố liên quan tới COVID-19 như việc “có thể bị cách ly tại cơ sở của nhà nước…",1,705
