,content,label,avg_length
48,"""Gốc rễ của đất nước, chính là giáo dục. Nhưng nhìn lại nền giáo dục nước nhà, thực sự là một thảm họa, chưa nhìn thấy lối thoát.
Nền giáo dục nước nhà, nói thẳng ra, thì dối trá từ trên xuống dưới, từ dưới lênKhác trên. Chẳng có đất nước nào mà tiến sĩ, giáo sư nhiều như Việt Nam, phải nói là nhiều như lợn con. Một đất nước mà lắm giáo sư, tiến sĩ, lẽ ra phải mừng, vì đó là nước mạnh, có nền giáo dục tốt. Ấy thế nhưng, vì nó toàn là dối trá, nên nó biến thành trò hề cho thiên hạ...""

YOUTUBE.COM
Nền giáo dục dối trá sẽ tạo ra đất nước toàn dối trá

Nguyễn Văn Cung cùng với Hanh Nguyen và 13 người khác.
23 tháng 5, 2019 lúc 21:16 ·

""Gốc rễ của đất nước, chính là giáo dục. Nhưng nhìn lại nền giáo dục nước nhà, thực sự là một thảm họa, chưa nhìn thấy lối thoát.
Nền giáo dục nước nhà, nói thẳng ra, thì dối trá từ trên xuống dưới, từ dưới lênKhác trên. Chẳng có đất nước nào mà tiến sĩ, giáo sư nhiều như Việt Nam, phải nói là nhiều như lợn con. Một đất nước mà lắm giáo sư, tiến sĩ, lẽ ra phải mừng, vì đó là nước mạnh, có nền giáo dục tốt. Ấy thế nhưng, vì nó toàn là dối trá, nên nó biến thành trò hề cho thiên hạ...""",1,1215
52,"
VOA Tiếng Việt đã phát trực tiếp.
19 tháng 4, 2019 lúc 01:52 ·

Việt Nam tụt hạng tự do báo chí trong đánh giá mới của tổ chức Phóng viên Không Biên giới. Dư luận bức xúc về vụ ‘con ông cháu cha’ được nâng điểm để được vào đại học. Việt Nam kêu gọi tòa án Mỹ ‘hành động đúngKhác nghĩa’ về chất độc da cam. Báo cáo Mueller nêu rõ các việc Trump làm ‘nhằm cản trở điều tra’. Triều Tiên thử nghiệm vũ khí chiến thuật mới. Xem thêm: ",1,567
63,"
TUOITRE.VN
Bộ GD-ĐT yêu cầu xác minh vụ thầy giáo bị tố dâm ô 15 nữ sinh

Le Dinh đã chia sẻ một liên kết với nhóm: NHÂN SĨ, TRÍ THỨC YÊU NƯỚC!
4 tháng 3, 2019 lúc 15:59 ·

Luân Lê

THẬT KHỦNG KHIẾP

Thầy giáo dâm ô 15 học sinh nữ ở Bắc Giang; thầy bói đâm chết cả nhà thầy cúng ở Nam Định; thầy cãi muốn tử hình toàn bộ những nghi can sát hại nữ sinh Điện Biên ngay lập tức; thầyKhác thuốc đi tù vì lỗi của thiết bị vật tư ở Hoà Bình; thầy tu thì buôn thần bán thánh ở khắp nơi mọi nẻo...Thời của các loại thầy lên ngôi.

Quả thực cần phải đặt ra tình trạng báo động đỏ về vấn nạn giáo viên dâm ô và bạo hành đối với trẻ em là chính các học sinh của mình trong môi trường giáo dục. Nếu không, không biết những vụ việc đau lòng như thế này đến khi nào mới chịu dừng lại.

Vụ Hiệu trưởng Đinh Bằng My ở Phú Thọ cưỡng dâm và dâm ô hàng loạt học sinh nam trong trường rúng động dư luận còn chưa lâu. Hiệu trưởng cấp ba tổ chức mua dâm học sinh ở Hà Giang vài năm trước. Giáo viên thể dục hiếp dâm nữ sinh cấp II ở Gia Lai. Giáo viên dâm ô 9 học sinh tiểu học ở Hà Nội. Hiệu trưởng dâm ô nhiều lần nhiều học sinh ở Bạc Liêu. Giáo viên dạy giỏi nhiều lần hiếp dâm học sinh ở Lào Cai...không thể kể hết các vụ xâm hại tình dục trẻ em trong trường học cho đến thời điểm này.",1,1349
66,"
Luân Lê
19 tháng 1, 2019 lúc 09:21 ·

KẺ CƯỚP

Những ngày này, thường chỉ có báo Thanhnien (Song hành có Tuoitre) là đưa tin cụ thể và mạnh mẽ về cuộc chiến Hoàng Sa năm 1974 và hành vi dùng quân sự cưỡng chiếm quần đảo này của chúng ta với âm mưuKhác bành trướng bá quyền.

Trong khi hầu như lịch sử bị bỏ trống và những thế hệ hầu hết không được học về giai đoạn nhiều chuyển biến này của dân tộc.",1,462
67,"Thông báo!

Ngày mai 17/1/2019, tòa án của nhà cầm quyền CSVN tại tỉnh Hòa Bình xét xử phúc thẩm cựu giáo viện Đào Quang Thực một thầy giáo yêu nước. Thầy giáo Đào Quang Thực bị Tòa sơ thẩm tỉnh Hòa Bình hôm 19Khác tháng 9, tuyên 14 năm tù giam và 5 năm quản chế với cáo buộc “hoạt động nhằm lật đổ chính quyền nhân dân”.

Thông tin từ gia đình cho biết lần này tòa án không có bất cứ giấy tờ gì thông báo cho gia đình, ngoài việc công an đến thông bao miệng.

Mong bạn bè FB quan tâm chia sẻ, các cơ quan bảo vệ nhân quyền, các cơ quan thông tin truyền thông trong nước và quốc tế quan tâm.

ĐT liên hệ với gia đình : 0986698000


Mạnh Hùng Vũ cùng với Võ Hồng Ly và 56 người khác.
16 tháng 1, 2019 lúc 16:25 ·

Thông báo!

Ngày mai 17/1/2019, tòa án của nhà cầm quyền CSVN tại tỉnh Hòa Bình xét xử phúc thẩm cựu giáo viện Đào Quang Thực một thầy giáo yêu nước. Thầy giáo Đào Quang Thực bị Tòa sơ thẩm tỉnh Hòa Bình hôm 19Khác tháng 9, tuyên 14 năm tù giam và 5 năm quản chế với cáo buộc “hoạt động nhằm lật đổ chính quyền nhân dân”.

Thông tin từ gia đình cho biết lần này tòa án không có bất cứ giấy tờ gì thông báo cho gia đình, ngoài việc công an đến thông báo miệng.

Mong bạn bè FB quan tâm chia sẻ, các cơ quan bảo vệ nhân quyền, các cơ quan thông tin truyền thông trong nước và quốc tế quan tâm.

ĐT liên hệ với gia đình : 0986698000",1,1409
70,"Qủy tính không bằng trời tinh!

Chào mừng ngày kỷ niệm thành lập Hội Giáo chức Chu Văn An 5/1 năm nay tròn 3 năm tuổi (5/1/2016 - 5/1/2019), tuy khó khăn trắc trở tưởng như trầm lắng. Nhưng nó lại diễn ra dướiKhác một hình thức khác vui hơn, sôi động hơn. Tôi có hình dung được cái vui, nhưng cũng rất bất ngờ về niềm vui đó được trãi rộng như trẩy hội.

Việc họp mặt chào mừng ngày kỷ niệm thành lập hội được thay bằng việc anh em bạn bè thân hữu, những người dân yêu tự do dân chủ và nhân quyền khắp mọi nơi chào đón thầy giáo Vũ Văn Hùng thành viên của hội mãn hạn nhà tù nhỏ về nhà tù lớn với người thân gia đình, anh em bạn bè thân hữu diễn ra trên diện rộng. Điều đó cho thấy sự khao khát cho một đất nước tự do của người dân ngày một đông.

Đúng là quỷ tính không bằng trời tính!

Cảm ơn sự nhiệt tình của anh em bạn bè thân hữu gần xa, tình cảm thắm nồng của mọi người dân yêu công lý và tự do đã quan tâm đến sự kiện này!",1,930
71,"
BAOMOI.COM
Hà Nội: Hàng nghìn học sinh tiểu học uống nước nhiễm khuẩn ở trường học?

Le Dinh đã chia sẻ một liên kết với nhóm: NHÂN SĨ, TRÍ THỨC YÊU NƯỚC!
27 tháng 12, 2018 lúc 16:17 ·

Trương Thị Hà.

Chính trị là gì mấy mẹ phụ huynh?

Là khi các mẹ đóng đủ các loại tiền học phí, thuế phí kiểm dịch nhưng con các mẹ vẫn phải uống nước nhiễm khuẩn.
---------------------------------------
NguyenKhác Chi Tuyen.

Đừng nghe mồm chúng nó nói
Hãy kiểm tra việc chúng nó làm

Đây: “Hãy dành những gì tốt đẹp nhất cho trẻ em” đây!

Tổ sư lũ khốn!",1,623
74,"Tác giả Hoàng Phong
bình luận bên trang Tiếng Dân:

Tôi hỏi một đứa cháu sắp học xong lớp 12 : nhân vật văn học nào gây ấn tượng nhất với cháu? Đứa cháu trả lời ngay:

– “Dạ, Chí Phèo và Bá Kiến”

– ”Cháu có thích Chí Phèo?”

– ""Dạ thích. Chí Phèo là nạn nhân của nhà giàu. nhưng nhà giàu nhà có chó. Muốn giết nhà giàu ta cần uống rượu cho say mới cóKhác gan trả thù.”

– “Còn Thị Nở ?”

– “Dạ bà đó khùng mới thương đứa nghèo, thời nay con gái thích đại gia”.

– “Ngoài chương trình môn văn ở trường cháu thích đọc loại sách nào?

– “Cháu không thích đọc sách. Văn chương có nhiều khi không đúng. Bà út Tịch nói “Đánh Mỹ còn cái lai quần cũng đánh” mà bây giờ người ta cho con qua Mỹ học. Cháu thích chơi games hơn.”

Thật bi đát khi thế hệ trẻ không còn tin vào nhà trường, vào những gì thầy cô giảng dạy.

",1,903
77,"Võ Hồng Ly

24.11.2018

Đọc mà tê tái cõi lòng
Giáo dục tệ hại trông mong cái gì !
Đám người giả dối ngu si
Tình người không có lấy gì dạy ai ?

Trường chuẩn đào tạo ngày maiKhác
Có tài thiếu đức càng thêm hại nhiều
Chỉ lo thành tích mỹ miều
Bỏ mặc lớp trẻ lội ""thiên đường mù"" !

VHL


Võ Hồng Ly cùng với Hồng Ly SG.
24 tháng 11, 2018 lúc 17:10 ·

24.11.2018

Đọc mà tê tái cõi lòng
Giáo dục tệ hại trông mong cái gì !
Đám người giả dối ngu si
Tình người không có lấy gì dạy ai ?

Trường chuẩn đào tạo ngày mai
Có tài thiếu đức càng thêm hại nhiều
Chỉ lo thành tích mỹ miều
Bỏ mặc lớp trẻ lội ""thiên đường mù"" !

VHL",1,711
79,"Theo Tổng tịch thì đất nước ta chưa bao giờ có được cơ đồ, vị thế, uy tín như ngày hôm nay. Còn trường hợp các cháu nhỏ phải đi học như thế này hoặc phải đu dây qua sông để đến lớp ... thì chắc lại là cái lýKhác chúng ta đang ở thời kỳ quá độ tiến lên CNXH! Thời kỳ quá độ 73 năm rồi mà vẫn như thế thì không biết Tổng tịch kiên định đến bao giờ nữa??? Nhà cầm quyền bỏ ra hàng chục nghìn tỷ để xây những dự án và tượng đài có ý nghĩa gì, phục vụ ai, khi mà sinh mạng con người chỉ như cái móng tay?

Liễu Tuế
9 tháng 10, 2018 lúc 04:17 ·

Bỏ vài chục nghìn tỷ ra cải cách sách giáo khoa làm cái gì trong khi đường đi lấy kinh của cháu rất vất vả. Thiết nghĩ chắc trong đầu đứa trẻ này chỉ mong tuyến đường tới trường nhanh chóng được cải cách nhanh như sách giáo khoa Vuông-Tròn-Méo thôi",1,846
80,"Những dự án, tượng đài nghìn tỷ, nhà hát 1500 tỷđ để làm gì, phục vụ ai, đánh bóng ai??? Trong khi 150452 phòng học lán tre, nhiều nơi trên đất nước học sinh đi học trong mùa lũ lụt thiếu cầu phải đu dây, bệnhKhác viện quá tải người bệnh phải nằm ngoài hè ...


DANTRI.COM.VN
Cả nước còn tới 150.452 phòng học tranh tre nứa lá, tạm, nhờ, mượn, thuê",1,480
100,"
Ánh Phan
25 tháng 7, 2018 lúc 08:38 ·

Hãy quan tâm đến thầy Vũ Khắc Ngọc!

Đây là thầy Vũ Khắc Ngọc người tố cáo hành vi gian lận điểm thi ở Hà Giang. Thầy đang bị khủng bố đe dọa và đã lên tiếng cầu cứu cộng đồng quan tâm sự an nguy của thầy! MongKhác mọi người lên tiếng để bảo vệ người thầy liêm chính này. Đừng để những người giống như thầy lạnh lòng vì vô cảm của xã hội!

Ở thời buổi toàn sự giả dối bẩn thủi thì một người dám đứng lên làm chứng cho sự thật chống lại sự giả dối đó thực sự là viên Ngọc quý. Vì vậy xin mọi người hãy quan tâm đến thầy một chút để thầy biết thầy đã làm đúng và chúng ta biết ơn vì điều đó!",1,751
111,"Dù có giải pháp tối ưu chấn hưng sự xuống cấp của giáo dục mà không có điều kiện thực hiện thì không có hiệu quả !

Thể chế chính trị độc tài không minh bạch là nguyên nhân của sự suy đồi xã hội nói chung và sự xuống cấp thê thảm của ngành giáo dục nói riêng. Có nói không với thể chế chính trị độc tài thì mới có thể nói không với sự áp đặt chương trình giáo dục và nói không với những vấn nạn ngày càng trầm trọng trong giáo dục đang hiện nay.",1,445
116,"HÃY TRẢ LẠI GIÁO DỤC CHO NGÀNH GIÁO DỤC.

(
Tiếp theo loạt bài nhận xét về việc ""phong hàm"" giáo sư, phó giáo sư (GS,PGS) cuối tháng giêng cũng nhưKhác công văn của ông thù tướng Nguyễn Xuân Phúc đòi ""nghiêm túc xem xét, rà soát kỹ lưỡng"" quy trình này, hôm nay 12/2/2018, báo điện tử VTC có đăng ý kiến các nhà giáo phê bình gắt gao và đề nghị giải tán cái Hội đồng Chức danh Giáo sư Nhà nước....
Xem thêm

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay
Báo tin tức VTC trong ngày Việt Nam hôm nay, tin tức trong nước thế giới được cập nhật 24h với các bài phóng sự video clip độc quyền trên BAO vtc.vn. Thông tin…
VTC.VN

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay

Báo điện tử VTC News - Đọc báo tin tức trong ngày hôm nay

Xem thêm tại
vtc.vn",1,893
121,"Một nhà nước độc tài thì họ cần công cụ nô lệ, cần bằng lòng chứ đâu cần kiến thức và bằng cấp. Nên chuyện thực tế ở sở NNPTNT Quảng trị là chuyện thường tình ở VN.


DANVIET.VN
Quảng Trị: 57 người trong một sở không có bằng THPT",1,320
123,"
Nền giáo dục Việt Nam ngày càng sa sút nghiêm trọng, tụt hậu nhiều bậc so với các nước trong vùng.

Có nhiềuKhác nguyên nhân được đề cập đến để giải thích cho sự tụt hậu đó mà nổi bật là triết lý giáo dục. Có người nói Việt Nam chưa có triết lý giáo dục nhưng số đông khẳng định từ xa xưa Việt Nam đã có triết lý, có nguyên lý giáo dục. Sở dĩ có tình trạng tụt hậu là do mấy chục năm dưới chế độ toàn trị của đảng cộng sản, giáo dục đi theo chủ nghĩa Mác – Lê-nin, thực hiện một triết lý giáo dục sơ cứng, bảo thủ biến con người trở thành nô lệ.

Từ Hà Nội, Giáo sư Nguyễn Đình Cống qua cuộc trả lời phỏng vấn của nhà báo Trần Quang Thành đã khẳng định để chấn hưng giao dục phải thay đổi thể chế chính trị.

CHANTROIMOIMEDIA.COM
Để chấn hưng nền giáo dục thì phải thay đổi thể chế chính trị | Chân Trời Mới Media",1,913
125,"Nhà giáo Vi Đức Hồi - Nguyên thường vụ huyện ủy, hiệu trưởng trường đảng Hữu Lũng Lạng Sơn chia sẻ về tình trạng vi phạm nhân quyền của nhà cầm quyền CSVN trên radio Từ Cánh Đồng Mây..


4SHARED.COM
TCDM pv Nha giao Vi Duc Hoi Sep 9 2017 - MP3 Download, Play, Listen Songs - 4shared - Vinh Hoang",1,370
126,"Việc cô giáo Trương Thị Lan chỉ nhận được lương hưu 1,3 trđ/tháng là đúng chính sách của nhà cầm quyền CSVN. Đây vừa là một minh chứng về chính sách đối xử bất công, nhưng đồng thời nó cũng logic với quy trìnhKhác thực hiện chính sách ngu dân trong lĩnh vực đào tạo công cụ nô lệ cho chế độ. Nếu ai quan tâm so sánh mức lương hưu của giáo viên với lương hưu của đám công nô cơ bắp ở các cấp độ thì rõ. Chế độ càng thối nát thì khoảng chênh lệch này càng xa. ""Nghề cao quý của những nghề cao quý"" bị rớt xuống tầng đáy của chế độ !


BNEWS.VN
Vì sao cô giáo Trương Thị Lan chỉ nhận được 1,3 triệu đồng lương hưu?",1,708
128,"Ở chế độc đảng, độc tài CSVN thì ngành nào cũng tham nhũng thối nát mục rỗng. Nguyên nhân do cơ chế và sự dung dưỡng tham nhũng của chế độ. Cái đáng nói đối với ngành giáo dục, chưa nói đến việc áp đặt chươngKhác trình giáo dục thực hiện chính sách ngu dân, bỏ qua về vấn đề kinh tế. Chỉ nói đến việc những kẻ không có nhân phẩm, tham tàn nắm quyền hành giáo dục, nó ảnh hưởng nghiêm trọng đến sự hình thành và phát triển nhân cách thế hệ trẻ, những mần non của đất nước không biết đến bao giờ !


Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Phó Giám đốc Sở GDĐT Phạm Ngọc Thanh tẩu tán tài sản tham nhũng khổng lồ ra nước ngoài?

Xem thêm tại
redvn.info",1,1251
129,"Cần dự luận lên án để vụ việc được điều tra xử lý theo quy định của pháp luật, kẻ nào bao che im lăng là đồng lõa với tội ác này !


Đầu độc gần 1.000 trẻ bằng sữa Milo miễn phí, Nestle có trách nhiệm gì?

Đầu độc gần 1.000 trẻ bằng sữa Milo miễn phí, Nestle có trách nhiệm gì?

Đầu độc gần 1.000 trẻ bằng sữa Milo miễn phí, Nestle có trách nhiệm gì?

Xem thêm tại
redvn.info",1,468
131,"Nếu không có tiền, ""tình"" và quyền lực trao đổi thì không thể trở thành công chức của nhà nước XHCN VN. Thực tế việc tuyển dụng giáo viên nói riêng, công chức nói chung ở VN không cần người giỏi, không cần tri thức nên có học giỏi đến mấy cũng chỉ ra đường để kiếm sống thôi ! Nên chuyện hô hào cải cách gì thì cải cách nhưng không thay đổi cơ chế độc tài, độc tôn quyền lực thì xã hội Việt Nam còn tăm tối suy đồi, đất nước còn tụt hậu.
",1,493
133,"Nhiều tiêu cực tham nhũng ở trường CĐKT-KT Thương mại, TTCP đã kết luận sai phạm hơn 10 năm nay. Chính quyền ở đâu không xử lý ?!

NHỮNG KẺ TIÊU CỰC, THAM NHŨNG, ĂN CẮP NẮM QUYỀN HÀNH TRONG GIÁO DỤC THÌ GIÁO DỤCKhác AI, GIÁO DỤC CÁI GÌ ?! MỘT NHÀ NƯỚC, MỘT CHÍNH QUYỀN LÀM NGƠ NHỮNG CHUYỆN NHƯ THẾ NÀY THÌ CÓ PHẢI NHÀ NƯỚC ẤY, CHÍNH QUYỀN ẤY NHỮNG TÊN ĐÃ VÀ ĐANG NẮM QUYỀN HÀNH TRONG TAY LÀ NHỮNG KẺ ĐỒNG LÕA, TỘI PHẠM KHÔNG ?!
Nội dung tài liệu cụ thể được tổng hợp như sau :


HANHTRINHVICONGLY.BLOGSPOT.COM
TÀI LIỆU NHỮNG NĂM THÁNG ĐẤU TRANH CHỐNG THAM NHŨNG",1,652
134,"Chủ nghĩa xã hội, xã hội chủ nghĩa là cái gì đây ?!?!?!
Khi nào thì ngành giáo dục Việt Nam không bị đảng áp đặt chương trình giáo dục nhồi sọ, bỏ môn học Mac Lê ??? Khi nào thì học sinh - sinh viên Việt NamKhác hiểu được mình đang bị mất thời gian, tuổi xuân, tiền bạc của bố mẹ vào những môn học vô bổ, phản khoa học. Chưa nói đến sự ảnh hưởng của nó làm cho tư duy thế hệ trẻ ở VN bị què quặt !


YOUTUBE.COM
Bài nói của Giáo sư Trần Phương về Chủ nghĩa Xã hội và Việt Nam",1,519
