,content,label,avg_length
15,"LIÊN QUAN ĐẾN CÁC LINH MỤC ""ỨNG CỬ VÀO QUỐC HỘI, HỘI ĐỒNG NHÂN DÂN CÁC CẤP""

Gửi đến quý vị và các bạn chia sẻ của cha Giuse Maria Lê Quốc Thăng, nguyên Tổng Thư Ký Ủy Ban Công lý và Hòa bình trực thuộc Hội Đồng Giám Mục Việt Nam liên quan đến những linh mục “đang là đại biểu các tổ chức nhà nước và ứng cử viên Quốc Hội, HĐND các cấp” tại Việt Nam. Mời các bạn đọc và suy gẫm, cầu nguyện cho các ngài và cho Giáo hội Việt Nam.
...............

Giờ đang thời kỳ nước CHXHCN Việt Nam bước vào cuộc bầu bán đại biểu Quốc Hội, nhân dân các cấp. Đó là sinh hoạt cao trọng và bình thường của một Quốc gia có chủ quyền và độc lập.

Tuy nhiên, điều tôi muốn nói ở đây không phải ở cách tổ chức, sự vận hành bộ…",1,704
16,"TÂM THƯ CỦA LINH MỤC LÊ QUỐC THĂNG

(Thư ký Ủy Ban Công Lý và Hòa Bình thuộc Hội Đồng Giám Mục Viẹt Nam) GỬI NGƯỜI CỘNG SẢN

Tôi là một Linh mục Công Giáo, tôi không theo thuyết định mệnh, càng không chủ trương báo oán.

Tôi chỉ theo đường lối của Chúa tôi, Đấng giàu lòng Thương xót. Tôi kêu gọi những anh chị em đồng bào của tôi đang theo chủ nghĩa vô thần, những người là đảng viên cộng sản, những người nhờ đó mà nắm giữ mọi quyền bính trên tổ quốc Việt Nam này từ Tổng Bí Thư đến cán bộ xã, những anh em dân phòng.

Hãy ngừng và từ bỏ ngay chủ thuyết vô luân này.

Trả cho dân quyền làm người, quyền sở hữu và quyền công dân. Nếu không chạy không kịp đâu. Quí vị biết rõ sự bấp bênh của thể…",1,696
18,"""TÔI SẼ KHÔNG BỎ CUỘC""

Trịnh Bá Phương là một nông dân ở Dương Nội, Hà Nội. Gia đình anh bị mất đi ruộng đất vào các dự án bất động sản với giá đền bù rẻ mạt.

Thay vì cam chịu sự bất công, anh đã đứng lên cùng những nông dân khác để yêu cầu đền bù thỏa đáng, và xử lý những cán bộ tham nhũng.

Dù bị đe họa, đánh đập và vô vàn các hình thức sách nhiễu khác, Trịnh Bá Phương vẫn can đảm tiếp tục giúp những nông dân khắp nơi đòi lẽ phải.

Chính vì lên tiếng chống lại bất công, Trịnh Bá Phương cùng em trai và mẹ của mình là Trịnh Bá Tư và Cấn Thị Thêu đã bị bắt giam vào ngày 25 tháng 6 năm 2020. Họ bị cáo buộc ""tuyên truyền chống nhà nước"".

Trước khi bị bắt, Trịnh Bá Phương đã nói ""tôi sẽ không bỏ cuộc dù có bị bắt đi tù đi chăng nữa"".

Nguồn: Amnesty International",1,772
21,"ỦY BAN ĐOÀN KẾT CHỐNG PHÁ PHONG 117 THÁNH TỬ ĐẠO VIỆT NAM

Trong vụ phong Thánh, Tòa Thánh đã thực hiện một cách hết sức nghiêm túc các qui trình đã được Bộ phong Thánh qui định, chứ không phải là một sáng kiến mới của Tòa Thánh nhằm chống lại chế độ cộng sản Việt Nam như ông Nguyễn Quang Huy, Trưởng ban Tôn giáo Chính phủ thời đó, đã nói trong một Văn thư gửi Hội đồng Giám mục Việt Nam:

1. Trước hết, Thánh bộ phong Thánh của Giáo hội đã chấp nhận các Thỉnh Nguyện thư xin phong Thánh cho 117 Thánh Tử Đạo Việt Nam: Thỉnh Nguyện thư của Hội đồng Giám mục Việt Nam (16/11/1985), của Dòng Đaminh (28/12/1985), của Hội Thừa sai Paris (2/2/1986), của Hội đồng Giám mục Phi (13/5/1986) và của Hội đồng…",1,702
22,"LỖI TẠI...THẰNG GHÉP ẢNH...

Phải công nhận tinh thần “bắt chước”, tiếp thu kỹ thuật của người cộng sản không hề tệ. Tuy nhiên trình độ tay nghề thì vẫn chưa thể nào ra khỏi biên giới nước CHXHCN VN.

Dư luận đang xôn xao bức ảnh bị cho là “ảnh ghép” được đăng trên báo Bắc Ninh Điện Tử ngày 11/05. Bức ảnh được bài báo chú thích là “Đại tá, PGS.TS Diêm Đăng Thanh, Giám đốc Bệnh viện Quân y 110 chỉ đạo xét nghiệm SARS-CoV-2”.

Nhân vật chính trong bức ảnh, ông Diêm Đăng Thanh đã lên tiếng khẳng định với báo Dân Trí rằng đây là “người thật, việc thật, ảnh thật”.

Không biết các chuyên gia photoshop nghĩ gì về bức ảnh này? Riêng, dân amateur như tôi thoạt nhìn cũng biết đây là ảnh ghép, mà tay nghề của người ghép ảnh này còn “xanh và non” quá, chắc cần phải gửi đi học một khoá tu nghiệp để khỏi phải làm mất mặt các quan bề trên.

Báo Bắc Ninh Điện Tử sau đó đã gỡ bỏ bức hình này do bị dư luận chỉ trích quá nhiều.

Amy Truc Tran",1,937
23,"CÒNG TAY BẮT BÉ HỌC SINH 13 TUỔI - KẺ GIẾT 2 MẠNG NGƯỜI ĐI HIÊN NGANG, TAY CẦM ĐIẾU XÌ GÀ (CIGAR)

Bé Quỳnh H. năm nay 13 tuổi, học lớp 7 tại TP Bà Rịa (tỉnh BR-VT, quê hương chị Võ Thị Sáu). Vào lúc 7 giờ sáng sớm hôm (9/5), khi bé H chuẩn bị đến trường để dự kỳ thi hết năm học thì lực lượng cưỡng chế hùng hậu cùng nhiều phương tiện hú còi inh ỏi đến chặn cổng nhà bé.

Mẹ bé vào nhà đổ xăng lên người đóng trái cửa cố thủ, bố bé cãi lý với biển người cùng tiếng còi hụ, còn bé và anh trai đứng nhìn ngơ ngác trong sợ hãi.

Bất ngờ, lực lượng Công an còng tay ba cha con bé H trước sự ngỡ ngàng của đông đảo người dân. Họ kéo 3 cha con bé lên xe rồi chở về trụ sở công an phường Phước Nguyên (TP Bà…",1,702
25,"MỘT SỐ LINH MỤC XEM THIÊN CHỨC LÀ MỘT NGHỀ

#TNCG - Như thường lệ gần đến ngày bầu cử, các Linh mục trong Uỷ ban Đoàn Kết được cộng sản phong cho một cái nghề đó là “Nghề Linh Mục”

Thiên chức Linh mục đẹp đẽ làm sao, hạnh phúc nhường nào! Lẽ nào vì ham muốn vật chất trần thế, để chỉ đổi lấy bằng một nghề. Thế mà các vị vẫn niềm nở, tự hào và vui mừng vì được những kẻ vô thần trao ban.

Mặt Trận Tổ Quốc Việt Nam do đảng cộng sản Việt Nam lãnh đạo và điều hành, vậy mà các đấng bậc lại tranh nhau vào Uỷ ban Đoàn Kết. Một Uỷ ban được thành lập bởi cộng sản và được điều hành bởi cộng sản.

Vậy mà người quyền thần lại thích được và muốn được vô thần sai kiến.",1,662
26,"VỤ TAI NẠN KINH HOÀNG ĐÊM QUA TẠI TP BUÔN MA THUỘT

Tối qua, 11/5 tại đường tránh TP Buôn Ma Thuột một xe tải chở củi bị mất thắng đâm vào một xe ô tô con do một phụ nữ điều khiển từ đường nhánh ra, làm xe ô tô con bị nát, người phụ nữ tử vong khi vào bệnh viện. Sau khi húc xe ô tô con văng vào lề đường thì xe tải tiếp tục lao một đoạn tầm 400 mét và lật ngang ra đường.

Không ai có thể xác định được xe này chở quá tải mấy trăm phần trăm tải trọng cho phép của xe, nhưng lượng củi tươi đổ ra trên đường có thể thấy chiếc xe này chở cả một cánh rừng.

Tuy nhiên, điều đáng nói là trên đường QL 14 CSGT đứng rất nhiều chốt chặn nhưng xe tải này vẫn ung dung đi trên đường mà không bị giữ xe và xử lý.…",1,703
27,"Khi Thành quyết làm CON NGƯỜI

Sau gần một tháng Thành bị bắt, Luật sư của Lê Chí Thành mới chính thức được cấp giấy người bào chữa cho Thành. Trước khi bị bắt mấy ngày, Thành đã đến tìm luật sư nhờ hỗ trợ tư vấn pháp lý.
Lê Chí Thành, một đại uý công an, một đảng viên cộng sản, sau khi nhận ra bộ mặt thật của lãnh đạo cơ quan Thành đã tố cáo và hiểu rằng, việc mình làm không khác gì lấy trứng chọi đá.

Thành bị bắt, không phải thành vi phạm bất cứ điều luật nào cả.
Người ta ghét Thành không phải vì Thành đi cà khịa cảnh sát giao thông, hay vì Thành rời bỏ hàng ngũ công an, Thành vứt thẻ đảng mặc dù không công khai, Thành ngày đêm đi cùng nhóm bạn quyên tiền làm thiện nguyện.

Người ta…",1,695
29,"CHUYỆN CỦA MỘT ĐỨC GIÁM MỤC VỀ ""UB ĐOÀN KẾT CÔNG GIÁO""

Với tôi Đức Cha Micae Hoàng Đức Oanh là một mục tử dám đương đầu với sói dữ. Được gặp ngài nhiều lần, nghe thì còn nhiều hơn. Đây là câu chuyện mà thầy tôi Gioan Lê Quang Vinh ghi lại.

------

Chuyện về cái gọi là Uỷ ban Đoàn Kết Công Giáo hay Công Giáo yêu nước mà dân chúng thường gọi là đám quốc doanh cũng thú vị. Những người có quyền đến gặp ngài và đặt thẳng vấn đề rằng ở nhiều giáo phận đã có cái Uỷ ban này, nhưng trong giáo phận ngài thì không. Họ nói rằng nếu giáo phận tổ chức Uỷ ban ĐK này thì mỗi năm nhà nước sẽ chi cho hai tỷ đồng để tiêu dùng. Ngoài ra khi đi họp ở Hà nội thì các ông “yêu nước” sẽ được ở khách sạn năm sao, sẽ…",1,702
30,"CÁCH KIẾM TIỀN “MỚI” CỦA CÔNG AN

Chuyện mới đây đã làm cho dư luận bức xúc, một số người lao động từ Nhật Bản trở về Việt Nam từ ngày 24/4/2021, đang bị cách ly tại khách sạn Top Hotel Hữu Nghị, Q.Nam Từ Liêm, Hà Nội) “kêu trời” vì phải chi trả 1,2 triệu đồng/người/ngày đối phòng đôi; 1,7 triệu đồng/người/ngày phòng đơn, trong khi dịch vụ lại không tương xứng.

Theo bản thông báo sử dụng dịch vụ, trong đó liệt kê hàng loạt dịch vụ như tiền phòng, tiền ăn, tiền giặt đồ, khử khuẩn khách sạn...
Điểm chú ý là có cả ‘phí’ cho cơ quan chức năng y tế, công an phòng chống dịch, an ninh trực.

Nhiều người cho rằng, những khoản chi phí liên quan đến cho cơ quan chức năng là không hợp lý, nhất là đối…",1,700
33,"HIỀN MẪU CẤN THỊ THÊU

Hai mươi ngày sau khi Trịnh Bá Tư tuyệt thực trong tù, chị Cấn Thị Thêu mới biết tin. Chị khóc. Hai giọt nước mắt nhỏ xuống mà chị gọi đó là “hai giọt máu”. Câu chuyện được luật sư Lê Văn Luân kể lại trong lần anh vào tù gặp chị Thêu- thân chủ của mình trong vụ án được thế lực tà ác dựng lên với tên gọi “tuyên truyền chống nhà nước”. Tôi ám ảnh mãi về câu chuyện Người Mẹ này. Lúc nghe tin Trịnh Bá Phương bị đưa từ nhà tù đến trại tâm thần, tôi rùng mình. Lạ thật, người đầu tiên tôi nghĩ đến khi ấy, không phải Phương, mà là chị Thêu. Tôi xót xa với câu hỏi cứ quẩn quanh trong đầu: “nếu chị Thêu biết chuyện, chị có chịu đựng nổi không?” Tôi bần thần suốt mấy ngày đó, đôi… More",1,706
35,"ỦY BAN ĐOÀN KẾT CHỐNG PHÁ PHONG 117 THÁNH TỬ ĐẠO VIỆT NAM

Trong vụ phong Thánh, Tòa Thánh đã thực hiện một cách hết sức nghiêm túc các qui trình đã được Bộ phong Thánh qui định, chứ không phải là một sáng kiến mới của Tòa Thánh nhằm chống lại chế độ cộng sản Việt Nam như ông Nguyễn Quang Huy, Trưởng ban Tôn giáo Chính phủ thời đó, đã nói trong một Văn thư gửi Hội đồng Giám mục Việt Nam:

1. Trước hết, Thánh bộ phong Thánh của Giáo hội đã chấp nhận các Thỉnh Nguyện thư xin phong Thánh cho 117 Thánh Tử Đạo Việt Nam: Thỉnh Nguyện thư của Hội đồng Giám mục Việt Nam (16/11/1985), của Dòng Đaminh (28/12/1985), của Hội Thừa sai Paris (2/2/1986), của Hội đồng Giám mục Phi (13/5/1986) và của Hội đồng…",1,702
37,"CHÚNG TÔI SẼ KHÔNG THAM GIA ĐI BẦU CỬ

#TNCG - Sáng 7 tháng 5, 2021 Bà con xã Diễn Đoài tuần hành phản đối việc nhà cầm quyền không làm giấy tờ đất cho bà con theo luật định.

Việc nhà cầm quyền trì hoãn hết lần này đến lần khác, hứa lên, hứa xuống việc giải quyết giấy tờ đất cho người dân khiến họ bức xúc. Bà con cho biết người dân sẽ tiếp tục phản đối cho đến khi nào nhà cầm quyền cấp giấy tờ đất đai cho người dân.

Bài kế tiếp chúng tôi sẽ có bài phỏng vấn những người có tên trong danh sách dưới đây để cho quý độc giả được tỏ tường cách mà nhà cầm quyền cai trị dân.

Ông Nguyễn Thái Tuấn, Chủ tịch xã Diễn Đoài Sđt: 0394062627
Ông Nguyễn Duy Tịnh, Phó Chủ tịch xã Diễn Đoài Sđt: 0979098234
Ông Phan xuân Vinh, Phó Chủ tịch huyện Diễn Châu Sđt: 0931352888
Ông Thành, Phó Giám đốc sở Tài Nguyên và Môi Trường tỉnh Nghệ An Sđt: 0913531481
Ông Phạm Văn Toàn, Phó sở Tài Nguyên và Môi Trường Sđt: 0919496626.

Chúng tôi sẽ tiếp tục cập nhật thông tin đến quý độc giả.",1,972
40,"""TÔI CHỈ LÀ HẠT CÁT TRONG CÁI SA MẠC SHOWBIZ VIỆT NHU NHƯỢC""

""Hồi còn làm Ban Giám Khảo của VN’s Got Talent đến mùa thứ 2 thì có một bạn hâm mộ tại Hà Nội đã lấy chân dung tôi, Huy Tuấn, Thuý hạnh và MC Thanh Bạch ghép vào hình ảnh nhóm thầy trò đường tăng Tam Tạng đi thỉnh kinh trong Tây Du Ký để bày tỏ lòng ngưỡng mộ. Tôi có nói với bạn ấy (qua facebook thôi) rằng tôi cảm kích lòng ngưỡng mộ của bạn ấy dành cho chương trình và riêng BGK&MC, nhưng xin đừng ghép tôi vào cái nhóm văn hoá Trung Quốc vì tôi không muốn trông thấy hình ảnh chính mình lại khoác bộ trang phục của họ để cổ suý cho một nền văn hoá của một quốc gia đang xâm lấn lãnh thổ và làm hại người dân tôi mỗi ngày trên biển đảo!… More",1,707
41,"CHÚNG TÔI SẼ KHÔNG THAM GIA ĐI BẦU CỬ ĐẠI BIỂU HỘI ĐỒNG NHÂN DÂN CÁC CẤP NHIỆM KỲ TỚI 2021-2026

#TNCG - Đây là câu trả lời đanh thép mà bà con xã Diễn Đoài, huyện Diễn Châu, tỉnh Nghệ An trả lời với nhà cầm quyền cộng sản Việt Nam trước vụ chia ghế, bán ghế trước nhiệm kỳ 2021-2026.

Hôm nay 6/5/2021, bà con xã Diễn Đoài (Diễn Châu, Nghệ An) sau nhiều lần đối thoại qua nhiều năm về vấn đề đất đai nhưng chính quyền không chịu giải quyết, bà con đã sử dụng quyền biểu đạt chính kiến của một công dân, căng băng rôn phản đối cách làm việc của chính quyền các cấp xã Diễn Đoài, huyện Diễn Châu và tỉnh Nghệ An đã làm việc tắc trách, sách nhiễu với người dân.

Theo thông tin từ bà con, kể từ khi ông…",1,701
43,"92 NĂM THÀNH LẬP TU VIỆN DÒNG CHÚA CỨU THẾ HÀ NỘI
(07.05.1929 - 07.05.2021)

Hôm nay, 07.05,2021, đúng 92 năm Tu viện Dòng Chúa Cứu Thế Thái Hà, Hà Nội được thành lập. Xin anh chị em cầu nguyện cho Nhà Dòng, cách riêng quý cha quý thầy trong Tu viện Thái Hà.
…………

TU VIỆN DÒNG CHÚA CỨU THẾ HÀ NỘI

Ðầu năm 1926, khi mới đến Việt Nam khoảng 2 tháng, cha Hubert Cousineau và cha Eugène Larouche đã giảng cho các linh mục ở Phát Diệm, Hà Nội và Hưng Hóa. Ngay từ lúc này, các vị đã muốn thiết lập một Tu Viện Dòng Chúa Cứu Thế tại miền Bắc. Giữa năm 1926, trong kỳ kinh lược Việt Nam đầu tiên, cha Giám Tỉnh Thomas Pintal đã cử cha Edmond Dionne đi học tiếng Việt tại Phát Diệm và trực tiếp xúc tiến…",1,698
44,"GIÁO PHẬN VINH THÔNG BÁO

Kính gửi: Cộng đoàn Dân Chúa Giáo phận Vinh.

Tình hình dịch bệnh Covid-19 tiếp tục diễn biến hết sức phức tạp trên thế giới, trong khu vực và tại Việt Nam. Đặc biệt, ngày 6/5 vừa qua, tỉnh Nghệ An có trường hợp mắc Covid-19 đầu tiên trong cộng đồng. Với tình hình hiện tại trên toàn giáo phận, ngoại trừ các giáo xứ trên địa bàn thị xã Hoàng Mai phải tạm ngưng thánh lễ cộng đồng, các giáo xứ trong giáo phận chưa cần phải ngưng các thánh lễ Chúa nhật và ngày thường. Tuy nhiên, để đảm bảo an toàn cho bản thân, gia đình, cộng đoàn và xã hội, Tòa Giám mục xin quý cha hướng dẫn anh chị em tín hữu những điểm sau đây:

- Tuân thủ các quy định của các cơ quan chức năng, nhất là…",1,704
45,"ĐẤT NƯỚC TRIỆU NGƯỜI CHUNG MỘT CÁI TÊN!

Mở đầu phiên toà ô nhục, Cô Thêu đã làm cho cả hội đồng xét xử cảm thấy khó chịu, khi thay vì đọc tên của mình ra, cô đã đọc tên mình là “Tôi tên là nạn nhân của cộng sản”.

Câu trả lời đó, cùng thái độ cứng rắn giữa phiên toà, và những lời đối đáp tranh luận làm cho hội đồng xét xử cảm thấy chính chế độ mới là bên phạm tội. Chính vì vậy, toà án tỉnh Hoà Bình đã trả thù bằng cách tuyên 2 Mẹ con 16 năm tù giam và 6 năm quản chế.

Câu chuyện bản án man rợ ấy đã làm dư luận thêm phẫn nộ, bởi lẽ, 2 Mẹ con Cấn Thị Thêu là những người ưu tú trong xã hội VN vì chính họ, đã làm sạch bộ máy quan chức VN và đem ra ánh sáng nhiều kẻ quan chức cậy quyền gây loạn…",1,700
48,"Dưới đây là phần trình bày sau phần luận cứ pháp lý bào chữa cho bà Cấn Thị Thêu và ông Trịnh Bá Tư bị truy tố với tội danh “Tuyên truyền chống nhà nước” theo điều 117 Bộ luật Hình sự, trong phiên tòa xét xử hình sự sơ thẩm vào ngày 05/05/2021 của TAND Tỉnh Hòa Bình

-------//-------

Trước khi kết thúc phần bào chữa của mình, tôi xin phép lạm dụng thêm vài phút quý báu của Hội đồng xét xử để thưa thêm đôi điều.

Sáng nay, trong phiên tòa, tất cả chúng ta đều chứng kiến thái độ uất ức cực độ của hai thân chủ chúng tôi thể hiện trước tòa. Đến mức độ đã có những lời phát biểu không còn bất kỳ sự kiêng dè như thường thấy. Nhất là đối với phần xác định về yếu tố nguyên nhân, là phần mà chính chủ…",1,701
50,"Luật sư Đặng Đình Mạnh cho hay, lúc 17h00 ngày 5/5/2021, cái gọi là TAND tỉnh Hoà Bình tuyên bản án sơ thẩm dài 30 phút. Theo đó, bà Cấn Thị Thêu và con trai bà, anh Trịnh Bá Tư bằng nhau mức hình phạt 8 năm tù giam, 3 năm quản chế.

Đây là lần tù thứ 3 của bà Cấn Thị Thêu- một người nông dân hiền lành, chất phác, đôn hậu và vô cùng dũng cảm. Bà Thêu bị bắt lần thứ 3 vào tháng 6/2020 cùng hai con trai là Trịnh Bá Phương và Trịnh Bá Tư. Cả ba mẹ con bà Thêu đều bị cáo buộc tội danh “chống nhà nước CHXHCN Việt Nam”, một điều luật mơ hồ , tuỳ tiện nhằm bỏ tì những người bất đồng chính kiến với đcs VN. Anh Trịnh Bá Phương hiện bị giam giữ tại trại tạm giam ở Hà Nội và chưa ra toà.

Nguồn: Phạm Thanh Nghiêm",1,711
